Loan_ID,Age,Income,Employment_Length_Years,Home_Ownership,Loan_Intent,Loan_Amount,Interest_Rate,Loan_Status
10876,41,47816.0,6,MORTGAGE,VENTURE,27628.0,6.42,1
10877,26,74082.0,12,OWN,DEBTCONSOLIDATION,22953.0,8.18,0
10878,26,100048.0,14,RENT,PERSONAL,21128.0,11.2,0
10879,24,85940.0,8,RENT,MEDICAL,16588.0,18.62,1
10880,50,67130.0,8,RENT,MEDICAL,14061.0,10.78,0
10881,31,75142.0,0,OWN,MEDICAL,8041.0,14.8,0
10882,50,71468.0,6,MORTGAGE,PERSONAL,14673.0,9.07,0
10883,51,65698.0,8,MORTGAGE,MEDICAL,23059.0,7.28,0
10884,44,45655.0,5,RENT,DEBTCONSOLIDATION,3560.0,6.32,0
10885,29,82897.0,0,RENT,PERSONAL,13954.0,9.78,0
10886,23,65075.0,1,MORTGAGE,MEDICAL,19548.0,7.71,0
10887,51,44359.0,3,OWN,EDUCATION,17078.0,7.94,0
10888,60,77056.0,13,OWN,PERSONAL,7419.0,16.15,0
10889,57,86831.0,3,MORTGAGE,PERSONAL,4722.0,5.72,0
10890,56,94191.0,1,RENT,VENTURE,12550.0,13.31,0
10891,44,68272.0,7,OWN,MEDICAL,18854.0,10.81,1
10892,51,49671.0,1,MORTGAGE,EDUCATION,27992.0,12.59,0
10893,26,62048.0,2,MORTGAGE,DEBTCONSOLIDATION,3468.0,13.38,1
10894,22,111274.0,13,RENT,PERSONAL,26309.0,9.89,1
10895,40,60963.0,3,RENT,DEBTCONSOLIDATION,2808.0,9.63,0
10896,48,78954.0,8,RENT,DEBTCONSOLIDATION,26747.0,15.77,0
10897,31,107309.0,9,MORTGAGE,DEBTCONSOLIDATION,8719.0,17.7,0
10898,24,35717.0,0,RENT,VENTURE,18363.0,8.2,0
10899,35,46676.0,7,RENT,DEBTCONSOLIDATION,12591.0,6.87,1
10900,26,39434.0,11,MORTGAGE,MEDICAL,7073.0,18.07,1
10901,50,84810.0,14,RENT,MEDICAL,10012.0,10.4,0
10902,58,39994.0,13,RENT,EDUCATION,20029.0,13.22,1
10903,22,39234.0,4,RENT,EDUCATION,15892.0,10.53,0
10904,35,104300.0,6,RENT,DEBTCONSOLIDATION,10249.0,7.26,0
10905,31,78949.0,7,RENT,DEBTCONSOLIDATION,19513.0,13.75,1
10906,28,72405.0,14,MORTGAGE,VENTURE,17147.0,12.85,0
10907,46,69872.0,4,MORTGAGE,DEBTCONSOLIDATION,19737.0,8.34,0
10908,64,77215.0,7,OWN,DEBTCONSOLIDATION,2767.0,11.83,0
10909,25,58185.0,9,RENT,DEBTCONSOLIDATION,5895.0,16.66,0
10910,26,78442.0,10,OWN,PERSONAL,27258.0,13.77,0
10911,46,86759.0,7,RENT,PERSONAL,21838.0,6.86,0
10912,24,76153.0,8,RENT,VENTURE,12200.0,13.17,1
10913,39,112535.0,1,MORTGAGE,VENTURE,9329.0,15.34,1
10914,40,37581.0,2,RENT,MEDICAL,17332.0,16.6,1
10915,53,86717.0,0,RENT,VENTURE,16621.0,14.31,1
10916,40,37763.0,3,OWN,MEDICAL,13334.0,7.64,1
10917,32,90480.0,14,OWN,DEBTCONSOLIDATION,20174.0,15.44,0
10918,21,73759.0,14,RENT,VENTURE,28053.0,14.98,1
10919,46,111067.0,4,RENT,VENTURE,2885.0,5.84,0
10920,34,60307.0,10,RENT,VENTURE,9734.0,11.26,0
10921,58,46064.0,0,MORTGAGE,MEDICAL,5906.0,10.16,0
10922,57,76258.0,7,RENT,MEDICAL,6492.0,14.87,1
10923,31,72548.0,1,RENT,EDUCATION,11730.0,8.53,1
10924,56,71945.0,0,OWN,MEDICAL,4073.0,13.77,0
10925,33,82937.0,1,MORTGAGE,MEDICAL,18696.0,18.28,0
10926,63,41476.0,14,RENT,PERSONAL,8269.0,16.67,0
10927,23,86756.0,12,RENT,VENTURE,23701.0,18.4,1
10928,53,37382.0,4,OWN,MEDICAL,19194.0,19.2,1
10929,26,84683.0,8,MORTGAGE,VENTURE,28811.0,5.65,0
10930,30,80276.0,8,RENT,VENTURE,8841.0,14.22,0
10931,25,68402.0,1,RENT,PERSONAL,29433.0,11.28,0
10932,43,61946.0,1,RENT,VENTURE,12955.0,17.54,1
10933,30,114698.0,2,RENT,MEDICAL,4032.0,9.03,0
10934,64,108933.0,6,OWN,VENTURE,11699.0,19.23,1
10935,22,57335.0,10,RENT,EDUCATION,14737.0,14.09,1
10936,33,80095.0,2,MORTGAGE,EDUCATION,12762.0,16.61,0
10937,60,114930.0,0,MORTGAGE,PERSONAL,28470.0,6.7,0
10938,22,62197.0,13,OWN,MEDICAL,9129.0,8.07,0
10939,40,57010.0,13,RENT,PERSONAL,21089.0,16.12,1
10940,21,59123.0,13,OWN,EDUCATION,10788.0,5.81,0
10941,57,37890.0,5,RENT,MEDICAL,4147.0,16.94,1
10942,29,43026.0,2,MORTGAGE,VENTURE,2615.0,5.7,1
10943,37,99925.0,0,MORTGAGE,MEDICAL,2947.0,14.7,1
10944,29,103842.0,13,RENT,DEBTCONSOLIDATION,7677.0,10.61,0
10945,31,68665.0,12,RENT,MEDICAL,23035.0,14.06,1
10946,35,44277.0,3,RENT,VENTURE,9866.0,15.24,1
10947,44,77239.0,12,MORTGAGE,DEBTCONSOLIDATION,4013.0,10.29,0
10948,58,82664.0,0,MORTGAGE,PERSONAL,22081.0,7.01,0
10949,55,83008.0,0,MORTGAGE,MEDICAL,18874.0,6.48,0
10950,50,49683.0,11,MORTGAGE,PERSONAL,22734.0,13.75,0
10951,51,35670.0,1,RENT,MEDICAL,20812.0,12.79,1
10952,25,52889.0,9,MORTGAGE,EDUCATION,6987.0,15.89,0
10953,64,90612.0,7,MORTGAGE,EDUCATION,10733.0,12.64,0
10954,34,79535.0,1,OWN,VENTURE,11479.0,11.41,1
10955,31,113542.0,10,OWN,EDUCATION,11825.0,11.07,1
10956,29,89319.0,1,MORTGAGE,DEBTCONSOLIDATION,23304.0,5.87,0
10957,54,56639.0,14,OWN,DEBTCONSOLIDATION,4926.0,10.2,0
10958,32,99712.0,10,MORTGAGE,MEDICAL,27928.0,19.16,0
10959,55,51633.0,10,MORTGAGE,PERSONAL,9282.0,17.73,0
10960,55,76258.0,9,MORTGAGE,DEBTCONSOLIDATION,17635.0,10.11,1
10961,21,103975.0,9,MORTGAGE,MEDICAL,17847.0,13.73,0
10962,60,67172.0,7,OWN,PERSONAL,22760.0,17.36,0
10963,42,94197.0,11,MORTGAGE,EDUCATION,11490.0,11.68,0
10964,49,93847.0,5,RENT,MEDICAL,23252.0,5.75,0
10965,28,46577.0,11,RENT,PERSONAL,8986.0,6.54,1
10966,31,112299.0,10,RENT,VENTURE,8862.0,12.65,0
10967,61,55176.0,3,OWN,VENTURE,14159.0,19.07,1
10968,57,79386.0,2,OWN,DEBTCONSOLIDATION,6423.0,15.2,0
10969,34,98972.0,0,MORTGAGE,PERSONAL,12450.0,6.49,0
10970,50,76003.0,10,RENT,VENTURE,25254.0,8.15,0
10971,55,54996.0,2,RENT,DEBTCONSOLIDATION,10159.0,16.3,1
10972,41,70931.0,11,RENT,MEDICAL,4073.0,17.28,1
10973,57,70710.0,13,RENT,MEDICAL,24554.0,14.15,1
10974,25,69693.0,8,MORTGAGE,PERSONAL,19085.0,14.52,0
10975,39,70740.0,4,RENT,PERSONAL,12111.0,5.9,1
10976,34,76258.0,12,MORTGAGE,PERSONAL,26497.0,17.1,1
10977,46,111502.0,5,MORTGAGE,PERSONAL,8825.0,16.54,0
10978,24,52374.0,4,OWN,VENTURE,12652.0,9.13,1
10979,45,111674.0,0,MORTGAGE,VENTURE,14454.0,15.42,0
10980,62,116471.0,9,RENT,DEBTCONSOLIDATION,26251.0,8.51,1
10981,45,80913.0,0,RENT,VENTURE,22648.0,6.06,1
10982,38,101025.0,3,MORTGAGE,MEDICAL,9968.0,8.32,1
10983,60,79516.0,14,MORTGAGE,DEBTCONSOLIDATION,26530.0,8.0,0
10984,28,61069.0,2,RENT,VENTURE,14516.0,10.23,0
10985,59,91233.0,10,RENT,PERSONAL,16290.0,11.36,1
10986,60,119811.0,7,RENT,VENTURE,9776.0,12.62,0
10987,34,94049.0,11,RENT,EDUCATION,10558.0,12.17,0
10988,52,74178.0,11,MORTGAGE,DEBTCONSOLIDATION,10719.0,9.29,0
10989,58,67821.0,6,OWN,VENTURE,6886.0,5.91,0
10990,53,86727.0,14,RENT,VENTURE,22319.0,13.97,1
10991,43,95935.0,10,MORTGAGE,MEDICAL,6619.0,11.04,1
10992,35,51999.0,14,OWN,PERSONAL,23575.0,9.68,0
10993,53,97522.0,6,RENT,PERSONAL,15956.0,17.64,1
10994,45,73712.0,14,MORTGAGE,MEDICAL,12345.0,15.95,0
10995,37,99551.0,7,MORTGAGE,MEDICAL,8875.0,17.51,1
10996,53,75172.0,13,MORTGAGE,EDUCATION,12100.0,12.43,0
10997,22,68722.0,9,OWN,DEBTCONSOLIDATION,29588.0,7.33,1
10998,34,45625.0,6,MORTGAGE,PERSONAL,9856.0,15.25,0
10999,60,102165.0,9,RENT,MEDICAL,7401.0,8.39,1
11000,60,111509.0,1,OWN,MEDICAL,5022.0,11.68,0
11001,59,41859.0,3,MORTGAGE,DEBTCONSOLIDATION,13675.0,6.41,1
11002,26,76609.0,14,RENT,MEDICAL,12912.0,17.05,0
11003,26,78307.0,10,MORTGAGE,EDUCATION,7738.0,7.26,0
11004,23,56839.0,5,OWN,DEBTCONSOLIDATION,17126.0,18.14,1
11005,27,62216.0,2,RENT,EDUCATION,24368.0,17.6,1
11006,28,87953.0,14,MORTGAGE,VENTURE,3770.0,12.0,0
11007,62,119481.0,2,RENT,PERSONAL,14305.0,15.92,1
11008,35,95593.0,14,MORTGAGE,MEDICAL,11969.0,14.17,0
11009,49,76258.0,5,RENT,DEBTCONSOLIDATION,14404.0,16.74,1
11010,53,84522.0,0,MORTGAGE,EDUCATION,10989.0,11.55,0
11011,50,39886.0,13,RENT,PERSONAL,5215.0,16.5,0
11012,59,42485.0,0,RENT,PERSONAL,13980.0,11.97,1
11013,47,66455.0,4,RENT,MEDICAL,8694.0,18.67,1
11014,56,51767.0,0,MORTGAGE,PERSONAL,21360.0,12.31,1
11015,49,63453.0,9,MORTGAGE,MEDICAL,22121.0,11.98,1
11016,58,111280.0,7,MORTGAGE,VENTURE,28287.0,16.49,1
11017,53,88442.0,1,OWN,MEDICAL,19136.0,17.0,0
11018,57,86877.0,5,OWN,EDUCATION,12661.0,13.26,0
11019,47,47226.0,9,RENT,PERSONAL,3392.0,8.02,1
11020,53,57588.0,9,OWN,PERSONAL,8789.0,12.05,0
11021,24,113976.0,4,RENT,PERSONAL,29181.0,19.05,1
11022,42,66709.0,9,MORTGAGE,MEDICAL,16385.0,16.04,1
11023,22,82788.0,11,MORTGAGE,DEBTCONSOLIDATION,19061.0,16.86,1
11024,30,72019.0,11,RENT,MEDICAL,2105.0,5.96,0
11025,25,79948.0,3,RENT,EDUCATION,13479.0,12.05,0
11026,30,100133.0,0,MORTGAGE,MEDICAL,23137.0,14.55,1
11027,53,101458.0,13,RENT,PERSONAL,3946.0,17.12,1
11028,58,62526.0,13,RENT,VENTURE,7544.0,6.19,1
11029,33,108493.0,2,RENT,EDUCATION,19479.0,17.43,0
11030,51,87198.0,12,OWN,VENTURE,15275.0,13.18,1
11031,56,78395.0,11,MORTGAGE,EDUCATION,8985.0,8.26,0
11032,44,59031.0,3,RENT,EDUCATION,3782.0,9.94,0
11033,35,110542.0,1,RENT,PERSONAL,22925.0,9.45,1
11034,49,72701.0,11,OWN,MEDICAL,21641.0,12.93,0
11035,28,60939.0,1,MORTGAGE,PERSONAL,8213.0,6.22,1
11036,25,84145.0,1,RENT,PERSONAL,28573.0,7.72,0
11037,49,55324.0,10,RENT,PERSONAL,16485.0,16.88,1
11038,24,57867.0,0,MORTGAGE,VENTURE,17605.0,7.36,0
11039,32,35203.0,9,MORTGAGE,EDUCATION,6869.0,8.77,0
11040,22,51544.0,1,MORTGAGE,DEBTCONSOLIDATION,19945.0,11.85,0
11041,47,50899.0,5,MORTGAGE,MEDICAL,22390.0,12.74,1
11042,51,64063.0,2,RENT,PERSONAL,11867.0,16.19,0
11043,56,38748.0,9,RENT,EDUCATION,27698.0,11.76,1
11044,56,101629.0,4,RENT,MEDICAL,5981.0,16.56,1
11045,46,115764.0,0,RENT,DEBTCONSOLIDATION,11493.0,14.16,1
11046,63,55884.0,7,MORTGAGE,DEBTCONSOLIDATION,7682.0,7.08,0
11047,47,60183.0,12,MORTGAGE,PERSONAL,7782.0,7.69,0
11048,25,116570.0,3,MORTGAGE,DEBTCONSOLIDATION,19327.0,11.62,0
11049,40,106246.0,8,RENT,DEBTCONSOLIDATION,22934.0,11.06,0
11050,31,54259.0,3,MORTGAGE,MEDICAL,11137.0,15.91,0
11051,30,70959.0,13,MORTGAGE,MEDICAL,18984.0,13.63,0
11052,60,68457.0,14,RENT,PERSONAL,29276.0,10.93,0
11053,58,37103.0,14,MORTGAGE,EDUCATION,15012.0,7.89,0
11054,26,100901.0,14,RENT,PERSONAL,24760.0,8.68,1
11055,28,79535.0,1,RENT,VENTURE,27993.0,13.56,1
11056,43,51103.0,2,MORTGAGE,DEBTCONSOLIDATION,3524.0,11.43,0
11057,46,113278.0,4,MORTGAGE,EDUCATION,22150.0,12.71,0
11058,63,47391.0,11,RENT,MEDICAL,18634.0,7.89,0
11059,32,63901.0,9,RENT,VENTURE,28120.0,14.78,0
11060,46,116159.0,14,MORTGAGE,VENTURE,2078.0,17.44,0
11061,33,102914.0,12,MORTGAGE,DEBTCONSOLIDATION,5123.0,9.11,1
11062,60,85357.0,12,MORTGAGE,MEDICAL,27473.0,12.38,1
11063,38,73437.0,13,RENT,EDUCATION,9064.0,19.16,1
11064,45,70503.0,5,RENT,MEDICAL,15068.0,10.17,1
11065,53,110403.0,6,RENT,DEBTCONSOLIDATION,10417.0,13.83,0
11066,60,76258.0,3,RENT,VENTURE,15362.0,6.76,0
11067,63,68724.0,6,RENT,DEBTCONSOLIDATION,3209.0,13.98,0
11068,32,99286.0,14,RENT,PERSONAL,7153.0,6.75,1
11069,64,109842.0,9,OWN,VENTURE,6898.0,18.93,0
11070,56,49908.0,2,RENT,DEBTCONSOLIDATION,20562.0,15.52,0
11071,24,85626.0,6,MORTGAGE,EDUCATION,12871.0,16.53,0
11072,25,72228.0,3,RENT,EDUCATION,9610.0,15.36,1
11073,57,58386.0,12,OWN,EDUCATION,13077.0,13.76,0
11074,28,81754.0,12,RENT,PERSONAL,29382.0,11.8,1
11075,62,63302.0,7,OWN,MEDICAL,17791.0,17.52,0
11076,48,95815.0,8,RENT,EDUCATION,27279.0,18.9,1
11077,51,119748.0,6,MORTGAGE,PERSONAL,4544.0,12.49,0
11078,29,98344.0,7,MORTGAGE,EDUCATION,7522.0,18.54,1
11079,49,70618.0,7,OWN,PERSONAL,4370.0,13.67,0
11080,34,111234.0,1,RENT,EDUCATION,21665.0,13.04,0
11081,60,96114.0,8,OWN,MEDICAL,6710.0,11.86,1
11082,61,105130.0,5,MORTGAGE,DEBTCONSOLIDATION,2328.0,8.43,0
11083,42,60525.0,10,RENT,EDUCATION,15683.0,5.55,1
11084,31,114818.0,3,OWN,DEBTCONSOLIDATION,7579.0,8.88,0
11085,43,49334.0,14,MORTGAGE,EDUCATION,22612.0,12.64,1
11086,21,97767.0,4,MORTGAGE,MEDICAL,15122.0,10.82,0
11087,57,41644.0,9,MORTGAGE,DEBTCONSOLIDATION,8794.0,11.78,0
11088,41,67933.0,4,MORTGAGE,PERSONAL,2120.0,19.23,1
11089,46,78469.0,6,MORTGAGE,EDUCATION,8749.0,10.4,0
11090,56,68687.0,13,RENT,EDUCATION,15763.0,11.83,0
11091,43,87656.0,8,OWN,PERSONAL,19348.0,7.37,0
11092,21,52375.0,6,MORTGAGE,MEDICAL,22608.0,6.17,0
11093,60,100206.0,8,MORTGAGE,VENTURE,17450.0,16.36,1
11094,35,71607.0,3,MORTGAGE,EDUCATION,5675.0,13.49,0
11095,41,76258.0,9,RENT,PERSONAL,24078.0,16.15,0
11096,29,58993.0,13,RENT,VENTURE,20460.0,7.6,0
11097,29,79386.0,9,RENT,EDUCATION,25249.0,13.51,0
11098,30,81287.0,3,RENT,DEBTCONSOLIDATION,7643.0,9.05,1
11099,46,111312.0,5,RENT,PERSONAL,26908.0,8.69,0
11100,61,110324.0,7,MORTGAGE,DEBTCONSOLIDATION,13560.0,5.66,0
11101,55,106196.0,13,RENT,MEDICAL,23633.0,7.32,1
11102,45,105014.0,8,MORTGAGE,VENTURE,19700.0,9.83,0
11103,46,43210.0,0,MORTGAGE,PERSONAL,19580.0,7.14,1
11104,31,45922.0,0,RENT,EDUCATION,17383.0,19.3,1
11105,58,71289.0,12,RENT,EDUCATION,5170.0,9.82,0
11106,22,68340.0,7,MORTGAGE,VENTURE,28005.0,7.32,1
11107,27,74850.0,10,MORTGAGE,DEBTCONSOLIDATION,2355.0,8.29,1
11108,38,91984.0,6,MORTGAGE,DEBTCONSOLIDATION,11718.0,13.73,0
11109,47,119178.0,8,MORTGAGE,PERSONAL,2028.0,6.4,0
11110,54,46094.0,10,MORTGAGE,PERSONAL,16831.0,17.57,0
11111,47,68418.0,2,OWN,DEBTCONSOLIDATION,19397.0,18.96,0
11112,37,40741.0,9,MORTGAGE,PERSONAL,12894.0,8.95,1
11113,63,107374.0,11,MORTGAGE,DEBTCONSOLIDATION,11019.0,11.8,1
11114,64,103798.0,4,MORTGAGE,VENTURE,14638.0,5.81,1
11115,44,105532.0,2,RENT,PERSONAL,16889.0,14.47,0
11116,45,57164.0,14,MORTGAGE,DEBTCONSOLIDATION,4024.0,11.29,0
11117,27,70595.0,4,OWN,PERSONAL,26874.0,9.28,0
11118,26,65257.0,9,MORTGAGE,EDUCATION,7839.0,8.4,0
11119,44,49211.0,0,RENT,EDUCATION,28441.0,14.66,1
11120,53,40232.0,13,RENT,MEDICAL,15503.0,11.33,1
11121,49,102753.0,10,RENT,DEBTCONSOLIDATION,24175.0,8.02,1
11122,63,87691.0,3,RENT,MEDICAL,12303.0,15.15,1
11123,42,114768.0,5,RENT,DEBTCONSOLIDATION,19138.0,13.41,1
11124,46,60613.0,1,MORTGAGE,PERSONAL,27345.0,17.52,1
11125,48,49026.0,12,RENT,DEBTCONSOLIDATION,22119.0,7.14,0
11126,41,88535.0,6,RENT,EDUCATION,19622.0,16.5,1
11127,27,65908.0,7,RENT,PERSONAL,28789.0,14.93,0
11128,37,87113.0,0,OWN,EDUCATION,3906.0,7.11,0
11129,40,54610.0,12,RENT,PERSONAL,9399.0,15.23,0
11130,61,81646.0,3,RENT,DEBTCONSOLIDATION,9961.0,11.68,0
11131,40,98185.0,10,OWN,DEBTCONSOLIDATION,28140.0,18.73,0
11132,42,107567.0,3,MORTGAGE,EDUCATION,27794.0,7.48,0
11133,48,82574.0,12,RENT,VENTURE,22985.0,14.5,1
11134,60,71182.0,4,RENT,DEBTCONSOLIDATION,27933.0,10.85,1
11135,27,35570.0,13,RENT,VENTURE,14031.0,18.9,1
11136,21,54288.0,11,MORTGAGE,PERSONAL,17128.0,10.12,0
11137,52,113824.0,11,RENT,VENTURE,17663.0,18.97,1
11138,33,64877.0,3,OWN,EDUCATION,3460.0,18.12,0
11139,50,119425.0,8,RENT,MEDICAL,17682.0,9.29,0
11140,43,35917.0,6,OWN,MEDICAL,26053.0,16.75,1
11141,39,110602.0,12,RENT,EDUCATION,17193.0,19.44,0
11142,52,99575.0,1,RENT,MEDICAL,19800.0,9.04,1
11143,50,107518.0,0,OWN,EDUCATION,13045.0,11.61,1
11144,49,74104.0,8,RENT,DEBTCONSOLIDATION,9766.0,12.78,0
11145,49,53062.0,0,RENT,VENTURE,19812.0,9.63,0
11146,50,51999.0,5,MORTGAGE,MEDICAL,6378.0,5.71,0
11147,36,96845.0,14,MORTGAGE,DEBTCONSOLIDATION,9529.0,8.58,0
11148,60,44941.0,14,RENT,MEDICAL,22858.0,9.45,1
11149,39,96169.0,1,MORTGAGE,PERSONAL,29638.0,11.71,1
11150,38,58470.0,3,MORTGAGE,EDUCATION,5071.0,7.9,1
11151,21,94821.0,5,MORTGAGE,EDUCATION,18939.0,17.73,1
11152,34,79435.0,4,OWN,DEBTCONSOLIDATION,26931.0,15.37,0
11153,22,39529.0,10,MORTGAGE,PERSONAL,19947.0,6.69,0
11154,48,118055.0,5,RENT,VENTURE,13692.0,14.6,1
11155,50,47192.0,2,OWN,PERSONAL,3040.0,14.65,0
11156,58,109102.0,4,RENT,PERSONAL,4686.0,18.89,0
11157,24,107762.0,1,RENT,VENTURE,14666.0,5.54,1
11158,21,69087.0,6,RENT,VENTURE,4553.0,8.97,0
11159,28,101677.0,2,RENT,PERSONAL,3779.0,18.49,0
11160,49,39627.0,0,MORTGAGE,MEDICAL,15186.0,18.55,0
11161,59,91541.0,13,OWN,MEDICAL,18459.0,15.59,1
11162,23,103226.0,7,OWN,PERSONAL,22710.0,16.22,0
11163,52,38255.0,7,RENT,MEDICAL,24219.0,6.78,1
11164,30,92433.0,2,RENT,VENTURE,7057.0,12.69,1
11165,30,40213.0,12,OWN,VENTURE,29895.0,8.74,1
11166,39,54404.0,6,MORTGAGE,MEDICAL,20733.0,8.04,0
11167,54,60380.0,8,RENT,VENTURE,21157.0,16.84,1
11168,53,54173.0,7,RENT,EDUCATION,4262.0,7.39,0
11169,43,88027.0,2,MORTGAGE,VENTURE,21613.0,12.06,1
11170,48,58989.0,14,RENT,PERSONAL,12308.0,18.64,1
11171,52,59519.0,12,MORTGAGE,DEBTCONSOLIDATION,18776.0,8.1,0
11172,27,57439.0,1,OWN,MEDICAL,19492.0,19.19,1
11173,49,111949.0,12,RENT,MEDICAL,22746.0,19.42,0
11174,28,49995.0,9,RENT,VENTURE,7188.0,13.28,1
11175,21,58559.0,6,RENT,VENTURE,10802.0,7.88,1
11176,23,40021.0,6,RENT,DEBTCONSOLIDATION,7057.0,9.93,1
11177,44,56119.0,8,MORTGAGE,DEBTCONSOLIDATION,29351.0,11.44,1
11178,43,86539.0,4,MORTGAGE,PERSONAL,5998.0,9.83,0
11179,28,76258.0,3,MORTGAGE,EDUCATION,10864.0,9.43,0
11180,57,81223.0,7,MORTGAGE,PERSONAL,24950.0,19.11,0
11181,23,60517.0,13,RENT,MEDICAL,5677.0,7.65,0
11182,53,113653.0,3,MORTGAGE,VENTURE,7796.0,15.77,1
11183,48,57250.0,3,OWN,PERSONAL,16450.0,5.51,0
11184,28,119486.0,11,MORTGAGE,VENTURE,8363.0,13.85,1
11185,54,117895.0,13,RENT,VENTURE,10123.0,18.32,0
11186,55,101798.0,11,MORTGAGE,PERSONAL,10222.0,9.53,0
11187,52,89199.0,1,MORTGAGE,PERSONAL,26074.0,8.1,0
11188,44,94546.0,12,RENT,DEBTCONSOLIDATION,15654.0,14.62,1
11189,34,38327.0,14,RENT,EDUCATION,19784.0,15.48,0
11190,52,64768.0,0,OWN,DEBTCONSOLIDATION,6071.0,15.13,0
11191,63,99418.0,3,RENT,EDUCATION,10808.0,9.97,0
11192,36,77788.0,6,MORTGAGE,PERSONAL,4786.0,9.03,1
11193,24,117384.0,11,MORTGAGE,EDUCATION,25553.0,18.88,1
11194,57,81830.0,8,OWN,MEDICAL,2870.0,18.43,1
11195,41,87446.0,8,OWN,DEBTCONSOLIDATION,6196.0,11.9,0
11196,34,50160.0,11,MORTGAGE,DEBTCONSOLIDATION,13796.0,17.35,0
11197,51,91583.0,9,RENT,DEBTCONSOLIDATION,27988.0,11.83,0
11198,38,68998.0,14,RENT,VENTURE,4739.0,11.44,1
11199,27,62230.0,0,MORTGAGE,VENTURE,2940.0,7.69,0
11200,30,44076.0,4,MORTGAGE,PERSONAL,2340.0,11.47,1
11201,27,104341.0,6,RENT,PERSONAL,29484.0,13.02,1
11202,53,66085.0,12,RENT,VENTURE,25806.0,5.82,0
11203,43,90571.0,6,MORTGAGE,DEBTCONSOLIDATION,6133.0,11.72,0
11204,41,49715.0,9,MORTGAGE,VENTURE,19043.0,16.44,1
11205,39,40750.0,5,MORTGAGE,EDUCATION,12225.0,15.02,1
11206,39,113768.0,10,RENT,DEBTCONSOLIDATION,11752.0,14.39,1
11207,56,70903.0,9,MORTGAGE,VENTURE,5457.0,18.23,1
11208,49,107489.0,3,OWN,PERSONAL,11848.0,5.75,0
11209,38,67093.0,2,MORTGAGE,VENTURE,21359.0,13.3,1
11210,22,69314.0,11,OWN,MEDICAL,11241.0,16.52,0
11211,21,83225.0,12,RENT,VENTURE,2453.0,13.08,1
11212,25,118014.0,8,MORTGAGE,DEBTCONSOLIDATION,11896.0,10.03,1
11213,40,70179.0,14,RENT,VENTURE,26568.0,7.41,0
11214,31,60338.0,11,RENT,PERSONAL,23826.0,17.93,0
11215,62,104681.0,12,MORTGAGE,EDUCATION,12976.0,12.09,0
11216,22,67101.0,9,MORTGAGE,MEDICAL,17872.0,17.79,0
11217,23,37775.0,3,MORTGAGE,DEBTCONSOLIDATION,2818.0,13.7,1
11218,43,76258.0,7,OWN,PERSONAL,6868.0,14.94,1
11219,32,80838.0,12,RENT,MEDICAL,18396.0,16.76,0
11220,40,54539.0,0,MORTGAGE,VENTURE,14171.0,14.73,0
11221,25,92124.0,6,RENT,MEDICAL,26111.0,11.07,0
11222,57,100149.0,11,MORTGAGE,EDUCATION,2920.0,12.69,0
11223,58,61616.0,5,RENT,MEDICAL,23304.0,16.74,1
11224,50,114655.0,12,MORTGAGE,MEDICAL,20802.0,10.73,0
11225,29,89567.0,11,RENT,VENTURE,11506.0,10.93,1
11226,54,72099.0,0,OWN,VENTURE,8475.0,6.84,0
11227,64,110831.0,14,MORTGAGE,DEBTCONSOLIDATION,4017.0,18.3,0
11228,55,96799.0,3,OWN,VENTURE,9957.0,6.77,0
11229,42,60479.0,11,MORTGAGE,MEDICAL,18230.0,14.57,1
11230,64,81172.0,14,MORTGAGE,EDUCATION,11420.0,11.28,1
11231,44,90863.0,13,MORTGAGE,VENTURE,6792.0,11.18,1
11232,37,77043.0,4,MORTGAGE,DEBTCONSOLIDATION,25214.0,15.01,0
11233,30,117569.0,10,RENT,DEBTCONSOLIDATION,15237.0,6.44,0
11234,50,50408.0,7,RENT,MEDICAL,20818.0,13.81,1
11235,43,92980.0,14,RENT,VENTURE,18251.0,16.31,1
11236,52,117956.0,3,RENT,VENTURE,21252.0,17.09,1
11237,37,51351.0,2,RENT,DEBTCONSOLIDATION,12707.0,7.89,0
11238,37,39131.0,1,OWN,VENTURE,3438.0,18.06,0
11239,34,79825.0,3,RENT,MEDICAL,5543.0,14.69,0
11240,29,46349.0,10,RENT,EDUCATION,13367.0,17.85,0
11241,60,95931.0,9,RENT,MEDICAL,20165.0,12.29,0
11242,22,79254.0,13,MORTGAGE,VENTURE,17520.0,13.09,0
11243,45,73225.0,12,OWN,MEDICAL,8343.0,18.37,0
11244,59,47453.0,3,RENT,PERSONAL,4263.0,18.1,0
11245,29,53814.0,12,MORTGAGE,PERSONAL,12161.0,11.77,1
11246,42,53263.0,9,RENT,VENTURE,2211.0,9.34,0
11247,63,76258.0,4,MORTGAGE,VENTURE,27083.0,11.0,0
11248,24,50735.0,12,MORTGAGE,EDUCATION,24543.0,10.93,1
11249,46,50830.0,6,RENT,MEDICAL,15809.0,9.52,1
11250,49,82893.0,8,MORTGAGE,EDUCATION,9027.0,9.26,0
11251,54,79673.0,1,MORTGAGE,VENTURE,2331.0,17.55,1
11252,43,80066.0,4,RENT,VENTURE,25244.0,6.48,1
11253,57,38373.0,10,MORTGAGE,DEBTCONSOLIDATION,26428.0,14.99,1
11254,31,45335.0,9,RENT,EDUCATION,10169.0,7.92,1
